Potential applied (V),Time (s),WE(1).Current (A),WE(1).Potential (V),Scan,Index,Q+,Q-,Current range
-0.471038818359375,17.8416359549542,-1.09832763671875E-08,-0.47064208984375,2,481,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.473480224609375,17.8660499548926,-1.083984375E-08,-0.473052978515625,2,482,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.475921630859375,17.8904639548309,-1.1065673828125E-08,-0.4754638671875,2,483,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.478363037109375,17.9148779547693,-1.1431884765625E-08,-0.477874755859375,2,484,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.480804443359375,17.9392919547076,-1.1199951171875E-08,-0.4803466796875,2,485,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.483245849609375,17.963705954646,-1.15753173828125E-08,-0.482757568359375,2,486,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.485687255859375,17.9881199545844,-1.1749267578125E-08,-0.485198974609375,2,487,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.488128662109375,18.0125339545227,-1.195068359375E-08,-0.487701416015625,2,488,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.490570068359375,18.0369479544611,-1.21978759765625E-08,-0.4901123046875,2,489,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.493011474609375,18.0613619543994,-1.2359619140625E-08,-0.49249267578125,2,490,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.495452880859375,18.0857759543378,-1.256103515625E-08,-0.494964599609375,2,491,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.497894287109375,18.1101899542762,-1.27349853515625E-08,-0.4974365234375,2,492,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.500335693359375,18.1346039542145,-1.2841796875E-08,-0.499847412109375,2,493,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.502777099609375,18.1590179541529,-1.2939453125E-08,-0.502288818359375,2,494,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.505218505859375,18.1834319540912,-1.317138671875E-08,-0.504669189453125,2,495,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.507659912109375,18.2078459540296,-1.361083984375E-08,-0.50714111328125,2,496,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.510101318359375,18.232259953968,-1.3616943359375E-08,-0.50958251953125,2,497,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.512542724609375,18.2566739539063,-1.3916015625E-08,-0.512054443359375,2,498,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.514984130859375,18.2810879538447,-1.4208984375E-08,-0.514434814453125,2,499,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.517425537109375,18.3055019537831,-1.4227294921875E-08,-0.516876220703125,2,500,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.519866943359375,18.3299159537214,-1.458740234375E-08,-0.519317626953125,2,501,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.522308349609375,18.3543299536598,-1.4691162109375E-08,-0.521759033203125,2,502,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.524749755859375,18.3787439535981,-1.51397705078125E-08,-0.52423095703125,2,503,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.527191162109375,18.4031579535365,-1.54022216796875E-08,-0.52667236328125,2,504,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.529632568359375,18.4275719534749,-1.5484619140625E-08,-0.529144287109375,2,505,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.532073974609375,18.4519859534132,-1.58447265625E-08,-0.531585693359375,2,506,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.534515380859375,18.4763999533516,-1.607666015625E-08,-0.533966064453125,2,507,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.536956787109375,18.5008139532899,-1.62628173828125E-08,-0.536468505859375,2,508,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.539398193359375,18.5252279532283,-1.65802001953125E-08,-0.538848876953125,2,509,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.541839599609375,18.5496419531667,-1.70318603515625E-08,-0.541290283203125,2,510,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.544281005859375,18.574055953105,-1.71112060546875E-08,-0.543701171875,2,511,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.546722412109375,18.5984699530434,-1.76025390625E-08,-0.546173095703125,2,512,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.549163818359375,18.6228839529817,-1.793212890625E-08,-0.548614501953125,2,513,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.551605224609375,18.6472979529201,-1.82891845703125E-08,-0.551055908203125,2,514,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.549163818359375,18.6717119528585,-1.6705322265625E-08,-0.548614501953125,2,515,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.546722412109375,18.6961259527968,-1.5435791015625E-08,-0.546173095703125,2,516,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.544281005859375,18.7205399527352,-1.45263671875E-08,-0.543792724609375,2,517,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.541839599609375,18.7449539526735,-1.41387939453125E-08,-0.54132080078125,2,518,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.539398193359375,18.7693679526119,-1.3348388671875E-08,-0.53887939453125,2,519,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.536956787109375,18.7937819525503,-1.29150390625E-08,-0.536376953125,2,520,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.534515380859375,18.8181959524886,-1.2237548828125E-08,-0.533966064453125,2,521,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.532073974609375,18.842609952427,-1.15203857421875E-08,-0.531494140625,2,522,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.529632568359375,18.8670239523653,-1.116943359375E-08,-0.529144287109375,2,523,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.527191162109375,18.8914379523037,-1.09954833984375E-08,-0.526702880859375,2,524,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.524749755859375,18.9158519522421,-1.02081298828125E-08,-0.524200439453125,2,525,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.522308349609375,18.9402659521804,-9.832763671875E-09,-0.52178955078125,2,526,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.519866943359375,18.9646799521188,-9.5611572265625E-09,-0.519378662109375,2,527,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.517425537109375,18.9890939520571,-9.1766357421875E-09,-0.516937255859375,2,528,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.514984130859375,19.0135079519955,-8.8958740234375E-09,-0.514434814453125,2,529,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.512542724609375,19.0379219519339,-8.3587646484375E-09,-0.51202392578125,2,530,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.510101318359375,19.0623359518722,-8.19091796875E-09,-0.509552001953125,2,531,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.507659912109375,19.0867499518106,-7.67822265625E-09,-0.507171630859375,2,532,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.505218505859375,19.1111639517489,-7.6416015625E-09,-0.504669189453125,2,533,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.502777099609375,19.1355779516873,-7.11669921875E-09,-0.50225830078125,2,534,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.500335693359375,19.1599919516257,-6.866455078125E-09,-0.499847412109375,2,535,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.497894287109375,19.184405951564,-6.689453125E-09,-0.497406005859375,2,536,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.495452880859375,19.2088199515024,-6.50634765625E-09,-0.4949951171875,2,537,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.493011474609375,19.2332339514408,-5.9906005859375E-09,-0.492431640625,2,538,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.490570068359375,19.2576479513791,-6.011962890625E-09,-0.490081787109375,2,539,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.488128662109375,19.2820619513175,-5.72509765625E-09,-0.4876708984375,2,540,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.485687255859375,19.3064759512558,-5.5419921875E-09,-0.485260009765625,2,541,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.483245849609375,19.3308899511942,-5.157470703125E-09,-0.482818603515625,2,542,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.480804443359375,19.3553039511326,-4.9072265625E-09,-0.480377197265625,2,543,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.478363037109375,19.3797179510709,-4.827880859375E-09,-0.47796630859375,2,544,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.475921630859375,19.4041319510093,-4.2938232421875E-09,-0.475433349609375,2,545,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.473480224609375,19.4285459509476,-4.2633056640625E-09,-0.472991943359375,2,546,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.471038818359375,19.452959950886,-4.0863037109375E-09,-0.470611572265625,2,547,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.468597412109375,19.4773739508244,-3.8726806640625E-09,-0.4681396484375,2,548,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.466156005859375,19.5017879507627,-3.564453125E-09,-0.4656982421875,2,549,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.463714599609375,19.5262019507011,-3.533935546875E-09,-0.4632568359375,2,550,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.461273193359375,19.5506159506394,-3.277587890625E-09,-0.46087646484375,2,551,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.458831787109375,19.5750299505778,-3.155517578125E-09,-0.4583740234375,2,552,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.456390380859375,19.5994439505162,-2.862548828125E-09,-0.4559326171875,2,553,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.453948974609375,19.6238579504545,-2.4658203125E-09,-0.4534912109375,2,554,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.451507568359375,19.6482719503929,-2.5177001953125E-09,-0.4510498046875,2,555,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.449066162109375,19.6726859503312,-2.3956298828125E-09,-0.44866943359375,2,556,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.446624755859375,19.6970999502696,-2.2796630859375E-09,-0.446197509765625,2,557,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.444183349609375,19.721513950208,-1.79443359375E-09,-0.44378662109375,2,558,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.441741943359375,19.7459279501463,-1.995849609375E-09,-0.4412841796875,2,559,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.439300537109375,19.7703419500847,-2.03399658203125E-09,-0.438873291015625,2,560,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.436859130859375,19.794755950023,-1.654052734375E-09,-0.436431884765625,2,561,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.434417724609375,19.8191699499614,-1.409912109375E-09,-0.43402099609375,2,562,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.431976318359375,19.8435839498998,-1.2933349609375E-09,-0.431549072265625,2,563,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.429534912109375,19.8679979498381,-1.15966796875E-09,-0.429107666015625,2,564,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.427093505859375,19.8924119497765,-1.04888916015625E-09,-0.426666259765625,2,565,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.424652099609375,19.9168259497148,-9.6435546875E-10,-0.424346923828125,2,566,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.422210693359375,19.9412399496532,-7.18078613281251E-10,-0.42181396484375,2,567,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.419769287109375,19.9656539495916,-6.365966796875E-10,-0.41937255859375,2,568,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.417327880859375,19.9900679495299,-4.63256835937501E-10,-0.416961669921875,2,569,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.414886474609375,20.0144819494683,-2.93884277343751E-10,-0.414459228515625,2,570,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.412445068359375,20.0388959494067,-3.369140625E-10,-0.41204833984375,2,571,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.410003662109375,20.063309949345,-1.84020996093751E-10,-0.40960693359375,2,572,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.407562255859375,20.0877239492834,-1.02844238281249E-10,-0.407135009765625,2,573,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.405120849609375,20.1121379492217,-3.66210937499944E-12,-0.404693603515625,2,574,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.402679443359375,20.1365519491601,7.04956054687497E-11,-0.402252197265625,2,575,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.400238037109375,20.1609659490985,9.94873046874997E-11,-0.39984130859375,2,576,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.397796630859375,20.1853799490368,3.9215087890625E-10,-0.3974609375,2,577,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.395355224609375,20.2097939489752,3.30200195312499E-10,-0.394927978515625,2,578,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.392913818359375,20.2342079489135,5.633544921875E-10,-0.39251708984375,2,579,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.390472412109375,20.2586219488519,5.2001953125E-10,-0.39007568359375,2,580,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.388031005859375,20.2830359487903,7.2052001953125E-10,-0.3876953125,2,581,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.385589599609375,20.3074499487286,1.03363037109375E-09,-0.38519287109375,2,582,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.383148193359375,20.331863948667,9.94873046875E-10,-0.38275146484375,2,583,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.380706787109375,20.3562779486053,1.148681640625E-09,-0.380340576171875,2,584,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.378265380859375,20.3806919485437,1.06109619140625E-09,-0.377899169921875,2,585,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.375823974609375,20.4051059484821,1.30340576171875E-09,-0.37548828125,2,586,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.373382568359375,20.4295199484204,1.48712158203125E-09,-0.373046875,2,587,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.370941162109375,20.4539339483588,1.47125244140625E-09,-0.37060546875,2,588,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.368499755859375,20.4783479482971,1.4984130859375E-09,-0.3681640625,2,589,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.366058349609375,20.5027619482355,1.5960693359375E-09,-0.36572265625,2,590,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.363616943359375,20.5271759481739,1.66656494140625E-09,-0.36322021484375,2,591,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.361175537109375,20.5515899481122,1.7755126953125E-09,-0.360809326171875,2,592,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.358734130859375,20.5760039480506,1.8829345703125E-09,-0.358367919921875,2,593,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.356292724609375,20.6004179479889,2.04681396484375E-09,-0.355926513671875,2,594,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.353851318359375,20.6248319479273,2.05078125E-09,-0.35345458984375,2,595,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.351409912109375,20.6492459478657,2.31597900390625E-09,-0.351104736328125,2,596,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.348968505859375,20.673659947804,2.606201171875E-09,-0.348663330078125,2,597,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.346527099609375,20.6980739477424,2.7069091796875E-09,-0.34619140625,2,598,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.344085693359375,20.7224879476807,2.81982421875E-09,-0.343719482421875,2,599,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.341644287109375,20.7469019476191,3.0242919921875E-09,-0.34136962890625,2,600,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.339202880859375,20.7713159475575,3.570556640625E-09,-0.3388671875,2,601,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.336761474609375,20.7957299474958,3.6041259765625E-09,-0.33636474609375,2,602,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.334320068359375,20.8201439474342,4.1534423828125E-09,-0.333984375,2,603,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.331878662109375,20.8445579473726,4.3548583984375E-09,-0.33148193359375,2,604,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.329437255859375,20.8689719473109,5.0048828125E-09,-0.32916259765625,2,605,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.326995849609375,20.8933859472493,5.352783203125E-09,-0.326690673828125,2,606,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.324554443359375,20.9177999471876,6.1279296875E-09,-0.32421875,2,607,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.322113037109375,20.942213947126,6.6009521484375E-09,-0.32183837890625,2,608,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.319671630859375,20.9666279470644,7.403564453125E-09,-0.3193359375,2,609,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.317230224609375,20.9910419470027,8.3038330078125E-09,-0.31689453125,2,610,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.314788818359375,21.0154559469411,8.9385986328125E-09,-0.314483642578125,2,611,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.312347412109375,21.0398699468794,1.00616455078125E-08,-0.312042236328125,2,612,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.309906005859375,21.0642839468178,1.0931396484375E-08,-0.3095703125,2,613,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.307464599609375,21.0886979467562,1.1981201171875E-08,-0.307159423828125,2,614,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.305023193359375,21.1131119466945,1.290283203125E-08,-0.3046875,2,615,2.22265645861626E-08,-4.80057969689369E-08,100 nA
